Round,TrainLoss,TrainAcc,TestLoss,TestAcc
1416,0.52663328,0.8356,0.45227325,0.8457
1417,0.54183214,0.8290,0.45205490,0.8474
1418,0.58554206,0.8142,0.45146282,0.8488
1419,0.48388198,0.8515,0.46995637,0.8417
1420,0.51977418,0.8422,0.55499619,0.8174
1421,0.40130868,0.8738,0.52301694,0.8213
1422,0.59069414,0.8264,0.50515526,0.8257
1423,0.47959638,0.8545,0.51621789,0.8254
1424,0.52544176,0.8422,0.46633616,0.8417
1425,0.50386737,0.8517,0.53098340,0.8207
1426,0.58442599,0.8221,0.45092986,0.8467
1427,0.51059798,0.8445,0.45418046,0.8463
1428,0.53489498,0.8304,0.48721027,0.8335
1429,0.56558604,0.8256,0.47660362,0.8360
1430,0.42560801,0.8639,0.44748784,0.8476
1431,0.60076008,0.8310,0.48380562,0.8359
1432,0.46615323,0.8530,0.50799994,0.8258
1433,0.76821705,0.7888,0.44570005,0.8465
1434,0.57771667,0.8293,0.47095497,0.8423
1435,0.57564375,0.8221,0.44501682,0.8483
1436,0.43038993,0.8678,0.51658184,0.8281
1437,0.50107345,0.8415,0.44344548,0.8488
1438,0.44347726,0.8612,0.46697320,0.8409
1439,0.53907346,0.8411,0.45885155,0.8440
1440,0.55137609,0.8291,0.45903730,0.8437
1441,0.49830838,0.8447,0.45376534,0.8437
1442,0.46695149,0.8542,0.52576200,0.8266
1443,0.60973128,0.8374,0.44947347,0.8472
1444,0.44595287,0.8710,0.44481643,0.8487
1445,0.50512064,0.8540,0.48678757,0.8311
1446,0.60451078,0.8282,0.48755732,0.8326
1447,0.61752175,0.8232,0.45052501,0.8466
1448,0.50119146,0.8458,0.45732951,0.8457
1449,0.44907050,0.8558,0.45772214,0.8437
1450,0.44602251,0.8524,0.47567827,0.8373
1451,0.50808465,0.8335,0.46058980,0.8428
1452,0.52406851,0.8308,0.44345691,0.8471
1453,0.50693077,0.8522,0.44801033,0.8470
1454,0.52571034,0.8423,0.50407754,0.8282
1455,0.60182583,0.8214,0.44690228,0.8483
1456,0.42149722,0.8672,0.45630912,0.8451
1457,0.55018127,0.8312,0.52539095,0.8218
1458,0.46583279,0.8580,0.44716380,0.8494
1459,0.52837151,0.8406,0.46034586,0.8412
1460,0.40742895,0.8717,0.57821422,0.8120
1461,0.53032098,0.8373,0.48384132,0.8328
1462,0.49126882,0.8484,0.53656423,0.8199
1463,0.45041602,0.8602,0.49928655,0.8308
1464,0.47767139,0.8529,0.48081092,0.8332
1465,0.78541488,0.7654,0.49465281,0.8324
1466,0.53351400,0.8476,0.46854225,0.8420
1467,0.46294065,0.8549,0.44814697,0.8479
1468,0.54222730,0.8449,0.45812324,0.8461
1469,0.42824216,0.8684,0.52242169,0.8258
1470,0.53157742,0.8364,0.45141330,0.8466
1471,0.54768524,0.8329,0.46057876,0.8430
1472,0.62737927,0.8128,0.52139715,0.8244
1473,0.44383962,0.8703,0.44093211,0.8491
1474,0.61944196,0.8146,0.44749980,0.8451
1475,0.49077529,0.8434,0.45026774,0.8460
1476,0.43078149,0.8779,0.46406906,0.8406
1477,0.61688417,0.7944,0.56105770,0.8159
1478,0.53258269,0.8460,0.44041979,0.8504
1479,0.46821454,0.8601,0.43936045,0.8504
1480,0.45834937,0.8617,0.50848589,0.8312
1481,0.47304280,0.8485,0.47922765,0.8378
1482,0.49911501,0.8514,0.44900239,0.8488
1483,0.51493365,0.8405,0.45162736,0.8476
1484,0.45855213,0.8577,0.45136341,0.8434
1485,0.42277267,0.8675,0.49181517,0.8300
1486,0.52106446,0.8381,0.49783305,0.8296
1487,0.49746946,0.8468,0.45677604,0.8450
1488,0.53157410,0.8324,0.45370962,0.8427
1489,0.47368616,0.8593,0.44995622,0.8416
1490,0.46983080,0.8570,0.48334493,0.8322
1491,0.46048021,0.8526,0.49662885,0.8304
1492,0.40780999,0.8690,0.50561458,0.8297
1493,0.55731000,0.8451,0.47224301,0.8357
1494,0.46773677,0.8507,0.47917595,0.8338
1495,0.51229236,0.8446,0.43722128,0.8492
1496,0.44430145,0.8608,0.43911654,0.8493
1497,0.54394437,0.8470,0.43716120,0.8504
1498,0.50381786,0.8393,0.43945385,0.8495
1499,0.41686521,0.8803,0.51075588,0.8275
1500,0.53302064,0.8385,0.53152967,0.8244
1501,0.53248988,0.8405,0.46819761,0.8382
1502,0.47789463,0.8695,0.45692270,0.8386
1503,0.43325770,0.8641,0.50277999,0.8277
1504,0.45458944,0.8613,0.44330385,0.8485
1505,0.53986624,0.8425,0.48670114,0.8314
1506,0.49798737,0.8406,0.46077619,0.8455
1507,0.56269201,0.8473,0.54945312,0.8183
1508,0.41021967,0.8760,0.46254810,0.8448
1509,0.55920787,0.8324,0.50010163,0.8335
1510,0.41649022,0.8679,0.52187158,0.8257
1511,0.55920882,0.8317,0.48648903,0.8342
1512,0.43303021,0.8672,0.47521468,0.8400
1513,0.40591133,0.8753,0.50530581,0.8283
1514,0.43631695,0.8695,0.45866807,0.8435
1515,0.52989990,0.8382,0.47861878,0.8355
1516,0.80158328,0.8010,0.54182939,0.8192
1517,0.47841137,0.8350,0.45265270,0.8469
1518,0.73291546,0.7950,0.44169327,0.8494
1519,0.41631602,0.8715,0.43961736,0.8500
1520,0.41756060,0.8713,0.46412522,0.8426
1521,0.61216609,0.8231,0.44592690,0.8446
1522,0.57095630,0.8363,0.43469159,0.8505
1523,0.53016553,0.8414,0.44477287,0.8483
1524,0.43758920,0.8638,0.46033976,0.8399
1525,0.37084712,0.8879,0.43926174,0.8494
1526,0.39794106,0.8736,0.55834387,0.8177
1527,0.52411706,0.8462,0.44509051,0.8491
1528,0.45615603,0.8549,0.47690635,0.8374
1529,0.48755460,0.8463,0.49734460,0.8279
1530,0.54970915,0.8330,0.44118972,0.8478
1531,0.56120995,0.8294,0.46777317,0.8419
1532,0.55485071,0.8343,0.49965509,0.8287
1533,0.51539513,0.8330,0.46434005,0.8380
1534,0.50244655,0.8541,0.45921432,0.8393
1535,0.46420802,0.8636,0.48156600,0.8379
1536,0.59864154,0.8283,0.55451494,0.8189
1537,0.61213847,0.8040,0.44439612,0.8464
1538,0.57126137,0.8218,0.46082619,0.8394
1539,0.46213963,0.8669,0.44166746,0.8476
1540,0.57923536,0.8284,0.46098087,0.8391
1541,0.71708197,0.8010,0.47639915,0.8344
1542,0.51331244,0.8531,0.47422631,0.8350
1543,0.38591931,0.8831,0.48713299,0.8352
1544,0.55032877,0.8384,0.51352009,0.8221
1545,0.52896029,0.8291,0.43720097,0.8493
1546,0.35912737,0.8841,0.57562929,0.8143
1547,0.46956068,0.8577,0.44604699,0.8480
1548,0.45179571,0.8570,0.44671667,0.8443
1549,0.50151216,0.8493,0.43896081,0.8511
1550,0.55233802,0.8320,0.45830820,0.8425
1551,0.43802095,0.8701,0.44566037,0.8489
1552,0.45708876,0.8572,0.52731397,0.8257
1553,0.58059137,0.8166,0.44348775,0.8489
1554,0.49616270,0.8487,0.44619328,0.8484
1555,0.63279155,0.8267,0.55585220,0.8159
1556,0.51081905,0.8460,0.43968640,0.8483
1557,0.57522264,0.8343,0.44025013,0.8496
1558,0.50884288,0.8405,0.48259602,0.8328
1559,0.55301997,0.8332,0.44512954,0.8476
1560,0.48715010,0.8588,0.56436544,0.8137
1561,0.40242478,0.8637,0.46025982,0.8435
1562,0.42240988,0.8634,0.51291759,0.8232
1563,0.48791001,0.8506,0.43548510,0.8502
1564,0.52110979,0.8464,0.43750848,0.8509
1565,0.43364542,0.8531,0.44369840,0.8475
1566,0.55514268,0.8325,0.45428574,0.8390
1567,0.57174983,0.8117,0.43373940,0.8507
1568,0.61994734,0.8035,0.43902061,0.8491
1569,0.60306469,0.8275,0.44079643,0.8483
1570,0.46094047,0.8666,0.47918693,0.8354
1571,0.46240010,0.8607,0.43422436,0.8499
1572,0.47465489,0.8433,0.44460996,0.8470
1573,0.53692771,0.8401,0.46007152,0.8391
1574,0.54896352,0.8261,0.46184420,0.8452
1575,0.52518977,0.8372,0.44427452,0.8474
1576,0.51367491,0.8408,0.50290944,0.8303
1577,0.45773204,0.8594,0.54484099,0.8216
1578,0.65037474,0.8117,0.44460703,0.8505
1579,0.43564588,0.8681,0.43746815,0.8518
1580,0.43926373,0.8666,0.49439799,0.8312
1581,0.48545880,0.8506,0.44096264,0.8500
1582,0.50194204,0.8477,0.44915086,0.8466
1583,0.53104311,0.8378,0.43814599,0.8485
1584,0.43968483,0.8651,0.45972248,0.8408
1585,0.46304040,0.8617,0.58036575,0.8123
1586,0.50659353,0.8471,0.47787645,0.8347
1587,0.46588983,0.8609,0.46082098,0.8431
1588,0.46960971,0.8511,0.46237850,0.8436
1589,0.51379927,0.8477,0.45017510,0.8455
1590,0.49878530,0.8405,0.45092578,0.8454
1591,0.43867573,0.8571,0.63000506,0.8071
1592,0.60296697,0.8172,0.46086713,0.8393
1593,0.43737668,0.8637,0.46458708,0.8390
1594,0.46161658,0.8454,0.44902418,0.8482
1595,0.57686762,0.8328,0.44092660,0.8470
1596,0.54145446,0.8217,0.44493010,0.8486
1597,0.50680104,0.8492,0.45291645,0.8466
1598,0.58949336,0.8162,0.49070046,0.8342
1599,0.50538762,0.8448,0.52648113,0.8183
1600,0.45371738,0.8691,0.55673166,0.8183
1601,0.53379757,0.8382,0.43487853,0.8511
1602,0.41367620,0.8756,0.47672642,0.8363
1603,0.45370510,0.8611,0.44679828,0.8463
1604,0.47343626,0.8400,0.49806920,0.8280
1605,0.40226869,0.8665,0.45221953,0.8447
1606,0.49451326,0.8448,0.44983615,0.8418
1607,0.43937628,0.8621,0.47225865,0.8410
1608,0.49014720,0.8565,0.48416146,0.8404
1609,0.49319851,0.8530,0.62894327,0.8089
1610,0.51271851,0.8331,0.45116710,0.8419
1611,0.50918734,0.8441,0.43430572,0.8520
1612,0.45929200,0.8601,0.49194277,0.8356
1613,0.54624423,0.8392,0.43638012,0.8502
1614,0.45354890,0.8504,0.51218347,0.8280
1615,0.52894528,0.8362,0.44279426,0.8491
1616,0.38517649,0.8785,0.51293537,0.8272
1617,0.53391066,0.8382,0.44068231,0.8496
1618,0.41678287,0.8699,0.50948525,0.8304
1619,0.63647815,0.8132,0.44147627,0.8462
1620,0.51192073,0.8471,0.46213332,0.8396
1621,0.39589270,0.8838,0.46147356,0.8429
1622,0.57393887,0.8142,0.64739424,0.8035
1623,0.52081965,0.8329,0.44228701,0.8497
1624,0.48331318,0.8482,0.47353745,0.8360
1625,0.48200334,0.8545,0.43639891,0.8503
1626,0.49508252,0.8413,0.44536828,0.8466
1627,0.46726993,0.8453,0.46609049,0.8364
1628,0.48278556,0.8515,0.46146068,0.8374
1629,0.38874775,0.8815,0.50035080,0.8280
1630,0.47637886,0.8515,0.49668955,0.8279
1631,0.49967286,0.8399,0.44048520,0.8476
1632,0.54239511,0.8219,0.43947024,0.8490
1633,0.59020423,0.8386,0.43514754,0.8492
1634,0.41531281,0.8734,0.54743517,0.8201
1635,0.55826663,0.8314,0.47932489,0.8365
1636,0.40295035,0.8753,0.49666041,0.8330
1637,0.40166401,0.8795,0.50163620,0.8298
1638,0.34529510,0.8938,0.57202089,0.8168
1639,0.55084997,0.8380,0.48736953,0.8333
1640,0.62911996,0.8274,0.44604977,0.8494
1641,0.40374410,0.8619,0.43330969,0.8531
1642,0.54787451,0.8243,0.46373624,0.8423
1643,0.40737716,0.8697,0.44370092,0.8488
1644,0.46020636,0.8556,0.55967996,0.8214
1645,0.37426064,0.8823,0.62710056,0.8096
1646,0.58806126,0.8360,0.45273679,0.8438
1647,0.47073025,0.8550,0.50969804,0.8274
1648,0.55254421,0.8252,0.43557026,0.8510
1649,0.48190999,0.8436,0.43744330,0.8494
1650,0.40640608,0.8786,0.44226380,0.8475
1651,0.45918380,0.8583,0.45772886,0.8431
1652,0.46630798,0.8548,0.52057537,0.8249
1653,0.44875631,0.8566,0.45490229,0.8441
1654,0.69787908,0.8084,0.43479281,0.8514
1655,0.52235937,0.8448,0.43504384,0.8507
1656,0.41459041,0.8741,0.44948181,0.8486
1657,0.49291608,0.8521,0.44964427,0.8496
1658,0.39316541,0.8675,0.43239244,0.8520
1659,0.47980768,0.8468,0.46581542,0.8429
1660,0.46435364,0.8519,0.53093909,0.8270
1661,0.56771285,0.8294,0.43873844,0.8512
1662,0.49208875,0.8378,0.44026099,0.8497
1663,0.51954958,0.8384,0.44168480,0.8491
1664,0.51364556,0.8327,0.43689880,0.8505
1665,0.44543721,0.8605,0.45152162,0.8465
1666,0.54450864,0.8358,0.43442523,0.8523
1667,0.52338419,0.8367,0.43818653,0.8506
1668,0.45846981,0.8579,0.52047125,0.8277
1669,0.43020422,0.8645,0.50574271,0.8320
1670,0.53818246,0.8225,0.43290501,0.8501
1671,0.60149166,0.8230,0.43689157,0.8525
1672,0.58315512,0.8305,0.51309681,0.8250
1673,0.52083745,0.8429,0.46391130,0.8463
1674,0.54504003,0.8318,0.44190411,0.8500
1675,0.36935661,0.8812,0.44977739,0.8453
1676,0.96911159,0.7947,0.47120825,0.8438
1677,0.48494420,0.8542,0.45161466,0.8451
1678,0.41840866,0.8617,0.47317786,0.8405
1679,0.50698357,0.8462,0.43399441,0.8514
1680,0.39152096,0.8832,0.54302953,0.8221
1681,0.43919582,0.8593,0.50023211,0.8231
1682,0.47432119,0.8493,0.45242711,0.8419
1683,0.57708634,0.8209,0.48000806,0.8342
1684,0.47188537,0.8605,0.49525758,0.8316
1685,0.62207860,0.8132,0.43472891,0.8484
1686,0.46971678,0.8617,0.52275207,0.8279
1687,0.44889809,0.8555,0.45474227,0.8469
1688,0.48418367,0.8600,0.50024074,0.8347
1689,0.72150090,0.8032,0.45728366,0.8467
1690,0.45536170,0.8635,0.54542175,0.8214
1691,0.49321731,0.8440,0.43765796,0.8476
1692,0.38243291,0.8817,0.43864278,0.8509
1693,0.53677523,0.8487,0.43908647,0.8507
1694,0.36377442,0.8859,0.57139984,0.8209
1695,0.48503611,0.8471,0.43936353,0.8506
1696,0.47106365,0.8570,0.44584625,0.8496
1697,0.53606834,0.8454,0.46046929,0.8462
1698,0.67756491,0.8093,0.44508988,0.8493
1699,0.48064079,0.8492,0.44112767,0.8494
1700,0.48367103,0.8422,0.44619454,0.8496
1701,0.50960286,0.8530,0.44765139,0.8471
1702,0.50954287,0.8409,0.43867871,0.8508
1703,0.47725178,0.8549,0.44694231,0.8453
1704,0.39656921,0.8778,0.63866198,0.8059
1705,0.52404667,0.8353,0.43992632,0.8520
1706,0.46478832,0.8508,0.45538189,0.8466
1707,0.40201885,0.8628,0.46354840,0.8424
1708,0.43894120,0.8716,0.43602024,0.8500
1709,0.46721738,0.8568,0.43763913,0.8497
1710,0.46348458,0.8502,0.44357558,0.8499
1711,0.38923203,0.8766,0.60281983,0.8127
1712,0.51533884,0.8402,0.47488751,0.8416
1713,0.76510083,0.8072,0.44728408,0.8503
1714,0.47284346,0.8626,0.48541632,0.8356
1715,0.49072470,0.8418,0.49081764,0.8379
1716,0.40789822,0.8735,0.44119616,0.8494
1717,0.47424602,0.8469,0.52804878,0.8252
1718,0.57612931,0.8435,0.45345786,0.8473
1719,0.47184523,0.8544,0.43726303,0.8494
